# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
80728        8  144529179  144700520      2       1  317       1.5943   -2.2204e-16       1.5943
90987        8  144720909  144755585      1       1  323      -3.2583             0      -3.2583
340385       8  144798876  144809144      1       1  308   -0.0019356   -1.3075e-16   -0.0019356
81704        9     214865     465259      2       1  321      -0.6534   -1.1102e-16      -0.6534
23189        9     470294     746106      3       2  321     0.023969   -1.3184e-16     0.023969
1761         9     841647     969090      1       1  323      -1.3358   -2.2204e-16      -1.3358
6595         9    2015219    2193624      1       1  322      -0.8611   -1.1102e-16      -0.8611
5991         9    3218297    3526001      1       1  321     -0.47007   -1.1102e-16     -0.47007
169792       9    3824127    4310506      3       2  322     -0.91184   -1.1102e-16     -0.91184
50808        9    4709556    4742043      1       1  322      0.20303   -1.3878e-16      0.20303
80380        9    5510491    5571282      1       1  323      0.12009    -1.249e-16      0.12009
57589        9    5629030    5778015      1       1  321      0.39557   -1.1102e-16      0.39557
90865        9    6215149    6257983      1       1  321     -0.50225   -1.1102e-16     -0.50225
2731         9    6532464    6645692      2       1  323     -0.20432   -1.3878e-16     -0.20432
23081        9    6720863    7175648      5       3  322     -0.57026   -1.1102e-16     -0.57026
5789         9    8314246   10612723      9       6  322      0.31532   -1.1102e-16      0.31532
4781         9   14081843   14398983      1       1  321       1.0875   -2.2204e-16       1.0875
158326       9   14734666   14911647      2       1  321     0.082515    -1.249e-16     0.082515
158219       9   15170844   15307360      2       1  323     -0.86178   -1.1102e-16     -0.86178
11168        9   15464066   15511005      1       1  323      0.87427   -1.1102e-16      0.87427
100129385    9   16203935   16276313      1       1  322    -0.077771    -1.249e-16    -0.077771
54796        9   16409503   16870838      1       1  317      -1.4088   -2.2204e-16      -1.4088
54875        9   17134990   17503923      1       1  322      0.79728   -1.1102e-16      0.79728
6456         9   17578954   17797129      1       1  321    -0.092726    -1.249e-16    -0.092726
92949        9   17906603   18910950      5       3  320     -0.29171   -1.1102e-16     -0.29171
158297       9   18927660   19049354      1       1  323      -2.2568             0      -2.2568
55667        9   19230765   19374268      3       2  321      -1.5747   -2.2204e-16      -1.5747
4300         9   20341665   20622543      1       1  321     -0.62973   -1.1102e-16     -0.62973
54914        9   20658309   20995955      1       1  321       1.1683   -2.2204e-16       1.1683
401494       9   21003621   21031670      1       1  321      0.70444   -1.1102e-16      0.70444
4507         9   21802636   21865971      1       1  321     -0.39202   -1.1102e-16     -0.39202
9373         9   26903370   26947470      1       1  318      0.67966   -1.1102e-16      0.67966
80173        9   26947039   27066129      1       1  321      0.83017   -1.1102e-16      0.83017
64922        9   26993136   27005693      1       1  321      0.83017   -1.1102e-16      0.83017
79817        9   27325209   27529852      3       2  320     -0.50687   -1.1102e-16     -0.50687
158038       9   27937617   29213981      3       2  322      0.67251   -1.1102e-16      0.67251
23586        9   32455302   32526324      1       1  317     -0.57088   -1.1102e-16     -0.57088
27290        9   33240198   33248567      1       1  320     -0.23865   -1.3878e-16     -0.23865
4799         9   33290420   33371157      1       1  321      0.50033   -1.1102e-16      0.50033
441459       9   33524353   33575969      1       1  319      -1.3511   -2.2204e-16      -1.3511
5646         9   33750466   33799231      1       1  323      -0.1952   -1.3878e-16      -0.1952
55833        9   33921693   34048949      1       1  321     -0.52387   -1.1102e-16     -0.52387
51271        9   34179005   34252523      1       1  318      -1.8291   -2.2204e-16      -1.8291
27019        9   34458752   34520989      1       1  321     -0.18538   -1.3878e-16     -0.18538
138724       9   35041095   35045991      1       1  323       -2.395             0       -2.395
2189         9   35073838   35080016      1       1  322      0.82162   -1.1102e-16      0.82162
10497        9   35161982   35405337      1       1  311      -0.8696   -1.1102e-16      -0.8696
7094         9   35697337   35732395      1       1  320     -0.27764   -1.1102e-16     -0.27764
9833         9   36572862   36677683      1       1  322     -0.89346   -1.1102e-16     -0.89346
5079         9   36833275   37035319      1       1  322     -0.42991   -1.1102e-16     -0.42991
84186        9   37120169   37358149      1       1  321     -0.58915   -1.1102e-16     -0.58915
9380         9   37422666   37436993      1       1  320      -1.5269   -2.2204e-16      -1.5269
347252       9   38406528   38424447      1       1  323     -0.16081   -1.3878e-16     -0.16081
253650       9   38542965   38620655      1       1  317      0.21914   -1.3878e-16      0.21914
51104        9   71862452   71911233      1       1  323     -0.63857   -1.1102e-16     -0.63857
140803       9   74722495   74888094      1       1  320       1.0725   -2.2204e-16       1.0725
5125         9   75890601   76362339      1       1  321     -0.95596   -1.1102e-16     -0.95596
23230        9   77177353   77417483      1       1  320     -0.88574   -1.1102e-16     -0.88574
2776         9   77716274   78031449      2       1  313       1.8023   -2.2204e-16       1.8023
7091         9   79571773   79726882      1       1  322     -0.73608   -1.1102e-16     -0.73608
7088         9   81583683   81689535      1       1  322       0.3776   -1.1102e-16       0.3776
257019       9   83242990   83538433      1       1  321     -0.92738   -1.1102e-16     -0.92738
55582        9   83836698   83921467      1       1  321     -0.17027   -1.3878e-16     -0.17027
4915         9   84668458   85027070      1       1  320        0.169   -1.3878e-16        0.169
60560        9   85941142   86025462      1       1  320      -1.0679   -2.2204e-16      -1.0679
51280        9   86026141   86100201      2       1  323      0.93629   -1.1102e-16      0.93629
1612         9   87497228   87708634      1       1  321    -0.068883    -1.249e-16    -0.068883
53358        9   89005771   89182072      2       1  323     -0.95076   -1.1102e-16     -0.95076
10507        9   89360791   89498014      1       1  322      -1.3812   -2.2204e-16      -1.3812
4783         9   91409045   91424626      1       1  321       0.4223   -1.1102e-16       0.4223
401541       9   92325457   92615164      1       1  323     -0.48704   -1.1102e-16     -0.48704
1842         9   92493547   92536092      1       1  323     -0.48704   -1.1102e-16     -0.48704
23299        9   92711363   92764801      1       1  323     -0.31008   -1.1102e-16     -0.31008
23196        9   93451696   93566115      1       1  320       1.7727   -2.2204e-16       1.7727
5253         9   93576627   93679587      1       1  323      0.41222   -1.1102e-16      0.41222
138639       9   94030794   94109856      1       1  318      0.79193   -1.1102e-16      0.79193
54754        9   94318196   94554847      2       1  322      0.55238   -1.1102e-16      0.55238
84641        9   94374322   94460920      1       1  323     -0.36627   -1.1102e-16     -0.36627
5727         9   95442982   95516965      1       1  319     -0.16441   -1.3878e-16     -0.16441
375748       9   95875618   96120476      2       1  317    -0.078713    -1.249e-16    -0.078713
158431       9   96816699   97013673      2       1  321     -0.43764   -1.1102e-16     -0.43764
7111         9   97501180   97601743      1       1  322      -1.2713   -2.2204e-16      -1.2713
4686         9   97633423   97673748      1       1  323      -1.0708   -2.2204e-16      -1.0708
7507         9   97654398   97697409      1       1  323      -1.0708   -2.2204e-16      -1.0708
9568         9   98288082   98709197      3       2  322    -0.067597    -1.249e-16    -0.067597
23071        9   99979179  100099052      1       1  320     -0.33773   -1.1102e-16     -0.33773
27130        9  100099185  100338617      1       1  321     0.066049    -1.249e-16     0.066049
54881        9  100302075  100352977      1       1  321     0.066049    -1.249e-16     0.066049
570          9  101360417  101385005      2       1  318      0.19489   -1.3878e-16      0.19489
10592        9  104093848  104141419      1       1  323     -0.25542   -1.1102e-16     -0.25542
83856        9  105442242  105552433      1       1  317     0.069905    -1.249e-16     0.069905
58499        9  106860165  107012455      1       1  317     0.053949   -1.3184e-16     0.053949
5774         9  109375694  109538353      1       1  321      0.56007   -1.1102e-16      0.56007
114299       9  109640788  109951476      1       1  322     -0.71889   -1.1102e-16     -0.71889
445815       9  109780297  110172512      3       2  322      -1.7706   -2.2204e-16      -1.7706
11217        9  110048598  110172512      1       1  321     -0.86685   -1.1102e-16     -0.86685
79987        9  110365248  110579880      3       2  322     -0.40569   -1.1102e-16     -0.40569
64420        9  112040781  112175520      1       1  322       1.1298   -2.2204e-16       1.1298
158405       9  112486968  112665311      3       2  323      -3.4312             0      -3.4312
169834       9  112997120  113012192      1       1  323     -0.60771   -1.1102e-16     -0.60771
23307        9  113165519  113221361      2       1  322      -1.7055   -2.2204e-16      -1.7055
210          9  113386312  113401338      1       1  322      -0.9044   -1.1102e-16      -0.9044
85301        9  114130331  114312516      1       1  323      -1.8913   -2.2204e-16      -1.8913
80709        9  114334149  114398551      1       1  323       1.1697   -2.2204e-16       1.1697
25861        9  114402078  114505509      1       1  321    0.0088886    -1.301e-16    0.0088886
203197       9  114603942  114646423      1       1  321     -0.07727    -1.249e-16     -0.07727
100505478    9  114666434  114682089      1       1  321     -0.66216   -1.1102e-16     -0.66216
23245        9  116425225  117415039      5       3  321      -1.8616   -2.2204e-16      -1.8616
1620         9  119166630  119369461      2       1  318      -1.1407   -2.2204e-16      -1.1407
55755        9  120388869  120580170      3       2  321    -0.037458   -1.3184e-16    -0.037458
11064        9  121074955  121177610      1       1  322    -0.070376    -1.249e-16    -0.070376
158135       9  121815674  122093606      1       1  322      -1.8962   -2.2204e-16      -1.8962
26740        9  122448953  122580751      1       1  322     0.074863    -1.249e-16     0.074863
54542        9  122849453  122905283      1       1  320      0.43012   -1.1102e-16      0.43012
55342        9  123109494  123268576      1       1  323     -0.56738   -1.1102e-16     -0.56738
57706        9  123379654  123930138      1       1  323       0.5634   -1.1102e-16       0.5634
10783        9  124257606  124378316      1       1  323       1.1599   -2.2204e-16       1.1599
79109        9  125437394  125707234      1       1  323     -0.97541   -1.1102e-16     -0.97541
5090         9  125747338  125967377      1       1  322     -0.55007   -1.1102e-16     -0.55007
64855        9  127505338  127579007      1       1  317      0.79132   -1.1102e-16      0.79132
6812         9  127612207  127692716      1       1  319       0.8766   -1.1102e-16       0.8766
883          9  128832942  128882513      1       1  322      0.99963   -1.1102e-16      0.99963
10868        9  129835417  129881838      1       1  323      0.12483    -1.249e-16      0.12483
256158       9  130265759  130434123      1       1  322     -0.20294   -1.3878e-16     -0.20294
9442         9  131860110  132079887      2       1  319     -0.16207   -1.3878e-16     -0.16207
84628        9  132161652  132244534      2       1  322      0.11514    -1.249e-16      0.11514
389799       9  132410043  132573319      1       1  323      0.24937   -1.3878e-16      0.24937
29989        9  133205279  133253397      1       1  320      0.24664   -1.3878e-16      0.24664
11093        9  133414339  133459403      1       1  322     -0.15039   -1.3878e-16     -0.15039
9719         9  133532164  133575519      1       1  322       0.9723   -1.1102e-16       0.9723
7410         9  133761894  133992374      1       1  320     -0.12035    -1.249e-16     -0.12035
6256         9  134326463  134440586      1       1  319     -0.82382   -1.1102e-16     -0.82382
57582        9  135702185  135793147      1       1  321       1.9815   -2.2204e-16       1.9815
138151       9  136006537  136095285      2       1  317      -1.2901   -2.2204e-16      -1.2901
399693       9  136266538  136306901      2       1  320       -1.903   -2.2204e-16       -1.903
84960        9  136796338  136807741      1       1  323     -0.97014   -1.1102e-16     -0.97014
54932        9  137306894  137423268      1       1  322       1.4339   -2.2204e-16       1.4339
92714        9  137605640  137615360      1       1  322       1.7204   -2.2204e-16       1.7204
79813        9  137618992  137836127      2       1  323      -1.2268   -2.2204e-16      -1.2268
774          9  137877789  138124624      2       1  321     -0.74772   -1.1102e-16     -0.74772
22982       10     274190     689689      3       2  322       -2.258             0       -2.258
91734       10    1018907    1025859      1       1  322      0.42373   -1.1102e-16      0.42373
105         10    1177313    1737498      2       1  320       1.3911   -2.2204e-16       1.3911
10531       10    3137727    3172841      1       1  310       -1.406   -2.2204e-16       -1.406
1646        10    4987775    5018033      1       1  316      0.28709   -1.1102e-16      0.28709
54906       10    5684772    5765779      1       1  315      -0.3692   -1.1102e-16      -0.3692
3559        10    6010694    6062370      1       1  321     -0.60751   -1.1102e-16     -0.60751
5588        10    6393595    6580646      3       2  322     -0.70108   -1.1102e-16     -0.70108
57713       10    7158624    7411486      2       1  322     -0.41968   -1.1102e-16     -0.41968
80760       10    7559270    7666998      1       1  319       2.5993             0       2.5993
10659       10   11004641   11336675      3       2  321      -2.0849             0      -2.0849
55176       10   12129641   12169958      1       1  321      -1.1949   -2.2204e-16      -1.1949
57118       10   12349517   12835545      5       3  322     -0.35498   -1.1102e-16     -0.35498
83643       10   12896625   13099773      3       2  323      0.16089   -1.3878e-16      0.16089
55691       10   13643706   14330867      4       2  323     -0.70582   -1.1102e-16     -0.70582
83641       10   14518557   14774897      1       1  320      -1.5783   -2.2204e-16      -1.5783
8516        10   15513949   15720335      2       1  321      0.32775   -1.1102e-16      0.32775
6251        10   16590616   16817454      1       1  320     -0.93693   -1.1102e-16     -0.93693
8029        10   16823966   17130249      2       1  323       1.1589   -2.2204e-16       1.1589
338596      10   17315414   17455510      1       1  320      -1.3049   -2.2204e-16      -1.3049
783         10   18140677   18541759      5       3  322     0.045693   -1.3184e-16     0.045693
340895      10   19046931   19734478      5       3  320     -0.43211   -1.1102e-16     -0.43211
84898       10   19816227   20289856      2       1  323        1.429   -2.2204e-16        1.429
10529       10   20779971   21174187      1       1  315      0.40944   -1.1102e-16      0.40944
9576        10   22345416   22417610      1       1  321    -0.028579   -1.3184e-16    -0.028579
219681      10   22928024   23038523      2       1  323     -0.90856   -1.1102e-16     -0.90856
22921       10   23095498   23122013      1       1  321      0.42336   -1.1102e-16      0.42336
56243       10   23694746   24547848      2       1  323       -1.656   -2.2204e-16       -1.656
56952       10   24812957   24953751      2       1  321      0.33805   -1.1102e-16      0.33805
57512       10   25174737   25602233      1       1  321       1.4502   -2.2204e-16       1.4502
53904       10   25934073   26212536      1       1  322      0.13971   -1.3878e-16      0.13971
22931       10   27504174   27542237      1       1  321       1.6742   -2.2204e-16       1.6742
283078      10   27672874   27745849      1       1  323      0.70112   -1.1102e-16      0.70112
143098      10   28050993   28303061      1       1  321        1.011   -2.2204e-16        1.011
51322       10   28532588   28623112      1       1  317      0.75919   -1.1102e-16      0.75919
6840        10   29457338   29736935      1       1  320     -0.23622   -1.3878e-16     -0.23622
57608       10   30012800   30115486      1       1  322     -0.57493   -1.1102e-16     -0.57493
1326        10   30434003   30461833      1       1  322      0.47546   -1.1102e-16      0.47546
220929      10   30844634   31032407      1       1  323     -0.24621   -1.3878e-16     -0.24621
6935        10   31318783   31529814      1       1  323     -0.98624   -1.1102e-16     -0.98624
79741       10   32446082   32882864      1       1  320      0.37163   -1.1102e-16      0.37163
8829        10   33177491   33334905      1       1  321       1.0364   -2.2204e-16       1.0364
56288       10   34109560   34815325      2       1  321     -0.18084   -1.3878e-16     -0.18084
8453        10   35008551   35126899      1       1  322      -0.1442   -1.3878e-16      -0.1442
7587        10   38094336   38123352      1       1  322      0.25993   -1.1102e-16      0.25993
5979        10   43077027   43130351      1       1  320    -0.085865    -1.249e-16    -0.085865
53828       10   43371644   43376335      1       1  314     -0.55936   -1.1102e-16     -0.55936
240         10   45374176   45446121      1       1  323     -0.62157   -1.1102e-16     -0.62157
220972      10   45454585   45594906      1       1  323   -0.0080301    -1.301e-16   -0.0080301
2074        10   49454480   49539123      1       1  323     0.056697   -1.3184e-16     0.056697
8505        10   49818275   49942027      2       1  323     -0.65302   -1.1102e-16     -0.65302
387680      10   50067888   50133509      1       1  323       0.4677   -1.1102e-16       0.4677
259230      10   50305585   50623977      2       1  322     -0.21906   -1.3878e-16     -0.21906
29974       10   50799409   50885675      1       1  321      -1.7494   -2.2204e-16      -1.7494
5592        10   50991151   52298350      3       2  322     0.047791   -1.3184e-16     0.047791
65217       10   53802771   54801291      7       4  319      -1.5909   -2.2204e-16      -1.5909
80114       10   58512916   58831437      1       1  317      -1.4893   -2.2204e-16      -1.4893
288         10   60026298   60733526      2       1  322     -0.14112   -1.3878e-16     -0.14112
84159       10   61901254   62096948      1       1  323      0.33735   -1.1102e-16      0.33735
22891       10   62374157   62672011      1       1  323     -0.49549   -1.1102e-16     -0.49549
1959        10   62811996   62919895      1       1  320     -0.76073   -1.1102e-16     -0.76073
221037      10   63167221   63466001      2       1  319      -3.1838             0      -3.1838
29119       10   65912518   67763610      8       5  321     -0.74055   -1.1102e-16     -0.74055
347731      10   66926034   67101551      1       1  322   -0.0090268    -1.301e-16   -0.0090268
23411       10   67884662   67918390      1       1  320     -0.85254   -1.1102e-16     -0.85254
26091       10   67921899   68075348      2       1  321      -1.0553   -2.2204e-16      -1.0553
84665       10   68106117   68212017      1       1  323      -1.2439   -2.2204e-16      -1.2439
80312       10   68560360   68694487      2       1  321     -0.87228   -1.1102e-16     -0.87228
3098        10   69269984   69401882      1       1  318      -1.2501   -2.2204e-16      -1.2501
55506       10   70052601   70112284      2       1  321     -0.81837   -1.1102e-16     -0.81837
1979        10   70404105   70428618      1       1  321      -1.5019   -2.2204e-16      -1.5019
64072       10   71396934   71815947      6       4  322      -2.6668             0      -2.6668
9469        10   71964362   72013564      1       1  322     -0.18499   -1.3878e-16     -0.18499
51008       10   72096032   72217134      1       1  323     -0.78827   -1.1102e-16     -0.78827
10367       10   72367326   72626191      1       1  322       1.1274   -2.2204e-16       1.1274
25961       10   73110375   73131828      1       1  323      0.37028   -1.1102e-16      0.37028
118491      10   73253758   73361064      1       1  323      -1.2975   -2.2204e-16      -1.2975
310         10   73375431   73414083      1       1  322      -1.7638   -2.2204e-16      -1.7638
159195      10   73497538   73591342      3       2  321      0.69796   -1.1102e-16      0.69796
9632        10   73744281   73772175      1       1  322    -0.070156    -1.249e-16    -0.070156
7414        10   73998078   74120160      1       1  322      0.31126   -1.1102e-16      0.31126
26985       10   74120257   74151068      1       1  322      0.13306   -1.3878e-16      0.13306
338599      10   75037472   75073632      1       1  321      -1.3514   -2.2204e-16      -1.3514
83938       10   75431458   76557375      1       1  322      0.30347   -1.1102e-16      0.30347
3778        10   76869601   77637819      1       1  323     -0.56335   -1.1102e-16     -0.56335
387694      10   80537902   80646560      1       1  316      -2.1635             0      -2.1635
54462       10   84328586   84518521      3       2  323       -1.545   -2.2204e-16       -1.545
2894        10   85599555   86366493      5       3  322      -1.1948   -2.2204e-16      -1.1948
54537       10   87095196   87191469      1       1  321     -0.59176   -1.1102e-16     -0.59176
55328       10   88180643   88583854      2       1  321     -0.59592   -1.1102e-16     -0.59592
643414      10   88706234   88753092      1       1  323     -0.99592   -1.1102e-16     -0.99592
387700      10   89430294   89535556      1       1  323     -0.25206   -1.1102e-16     -0.25206
9585        10   89701590   89774943      1       1  322      -0.8853   -1.1102e-16      -0.8853
143279      10   91409280   91514829      2       1  316       1.0467   -2.2204e-16       1.0467
22849       10   92048638   92291118      1       1  321      0.35838   -1.1102e-16      0.35838
3416        10   92451684   92574095      1       1  323     -0.85427   -1.1102e-16     -0.85427
54536       10   92834713   93059494      1       1  322      0.25096   -1.1102e-16      0.25096
26509       10   93306429   93482486      1       1  320     -0.17794   -1.3878e-16     -0.17794
118924      10   93667883   93702572      1       1  313      -1.0279   -2.2204e-16      -1.0279
1557        10   94762681   94853205      1       1  321       2.3286             0       2.3286
10580       10   95311773   95561420      1       1  321      -1.9599   -2.2204e-16      -1.9599
387707      10   95974029   96035750      1       1  321    -0.059565   -1.3184e-16    -0.059565
1791        10   96304328   96338564      1       1  313      -1.1157   -2.2204e-16      -1.1157
7093        10   96364606   96513926      2       1  320       1.1149   -2.2204e-16       1.1149
6585        10   96998038   97185926      1       1  323       1.4035   -2.2204e-16       1.4035
118813      10   97737121   97760907      1       1  323     -0.38097   -1.1102e-16     -0.38097
55118       10   97854711   98030828      2       1  322     -0.65258   -1.1102e-16     -0.65258
27291       10   98134624   98244897      1       1  322     -0.89215   -1.1102e-16     -0.89215
60495       10   98457077   99235875      3       2  320     -0.15696   -1.3878e-16     -0.15696
23268       10   99875576  100009948      1       1  323      -1.6816   -2.2204e-16      -1.6816
6319        10  100347015  100364831      1       1  322     0.017654   -1.3184e-16     0.017654
25911       10  101588332  101609653      2       1  323     -0.57646   -1.1102e-16     -0.57646
6468        10  101610664  101695037      1       1  319      0.82783   -1.1102e-16      0.82783
10724       10  101784443  101818709      1       1  316      -2.0733             0      -2.0733
79591       10  101845599  102056232      1       1  321     -0.65705   -1.1102e-16     -0.65705
54805       10  102918293  103078587      1       1  321      -1.0788   -2.2204e-16      -1.0788
9644        10  103594027  103855482      1       1  322     -0.46981   -1.1102e-16     -0.46981
22986       10  104640837  105265250      1       1  323     -0.26808   -1.1102e-16     -0.26808
114815      10  106573663  107181126      2       1  322     -0.58561   -1.1102e-16     -0.58561
120         10  109996365  110135565      1       1  323     -0.24268   -1.3878e-16     -0.24268
143187      10  112446998  112855364      2       1  322      0.37109   -1.1102e-16      0.37109
6934        10  112950219  113167678      1       1  322     -0.24897   -1.3878e-16     -0.24897
4892        10  113588824  113664070      1       1  320     0.031708   -1.3184e-16     0.031708
79949       10  113751262  113782433      1       1  321    -0.077364    -1.249e-16    -0.077364
3983        10  114431110  114821643      2       1  321     -0.16196   -1.3878e-16     -0.16196
26033       10  115093365  115948999      7       4  321      0.31856   -1.1102e-16      0.31856
2674        10  116056925  116273614      2       1  323     -0.56995   -1.1102e-16     -0.56995
374355      10  116324104  116380029      1       1  321     -0.18264   -1.3878e-16     -0.18264
5408        10  116620953  116645143      1       1  323      -1.8533   -2.2204e-16      -1.8533
8661        10  119035029  119080822      1       1  319     -0.37158   -1.1102e-16     -0.37158
2869        10  119207685  119455619      2       1  323      -2.1709             0      -2.1709
196051      10  120456954  120589855      1       1  322      -1.3077   -2.2204e-16      -1.3077
2263        10  121478330  121598656      1       1  321     -0.41345   -1.1102e-16     -0.41345
10579       10  121989174  122254545      2       1  321      -0.2425   -1.3878e-16      -0.2425
1755        10  122560665  122643736      2       1  323      0.72824   -1.1102e-16      0.72824
118670      10  122910701  122913111      1       1  322    -0.057202   -1.3184e-16    -0.057202
118672      10  122954235  122997519      1       1  321     -0.26784   -1.1102e-16     -0.26784
64077       10  124461772  124614141      1       1  322      -2.2411             0      -2.2411
54764       10  124916899  124988059      1       1  323     -0.27437   -1.1102e-16     -0.27437
55760       10  125836340  125881315      1       1  321     -0.30163   -1.1102e-16     -0.30163
92565       10  125896224  126009592      1       1  321     -0.78339   -1.1102e-16     -0.78339
8038        10  126012385  126388558      4       2  321     -0.49311   -1.1102e-16     -0.49311
118611      10  126424997  126671038      1       1  323       1.2129   -2.2204e-16       1.2129
1793        10  126905409  127452517      3       2  321      -1.1228   -2.2204e-16      -1.1228
4255        10  129467190  129768042      3       2  322      -2.3732             0      -2.3732
253738      10  129835232  129964281      4       2  323      -1.6734   -2.2204e-16      -1.6734
101927435   10  130205332  130496873      2       1  322      0.20065   -1.3878e-16      0.20065
55844       10  131900644  131969980      1       1  320      -1.2137   -2.2204e-16      -1.2137
282973      10  132036107  132184809      1       1  323       2.5286             0       2.5286
80313       10  132330063  132381506      1       1  321     -0.73683   -1.1102e-16     -0.73683
3632        10  132537784  132783480      3       2  322     -0.86715   -1.1102e-16     -0.86715
50632       10  133324072  133336971      1       1  319     -0.40042   -1.1102e-16     -0.40042
59307       11     405716     417454      1       1  307     -0.10507    -1.249e-16     -0.10507
81490       11     448271     491399      1       1  316      -1.7786   -2.2204e-16      -1.7786
115399      11     519000     554916      1       1  321      -1.3925   -2.2204e-16      -1.3925
101059906   11     528484     532263      1       1  321      -1.3925   -2.2204e-16      -1.3925
347862      11     767217     777501      1       1  319      0.26137   -1.1102e-16      0.26137
57104       11     818891     825573      1       1  313      -1.0102   -2.2204e-16      -1.0102
283229      11     826144     831991      1       1  318      0.40644   -1.1102e-16      0.40644
66005       11     867859     915058      1       1  317       2.2102             0       2.2102
402778      11    1732410    1750594      1       1  322     -0.58231   -1.1102e-16     -0.58231
1509        11    1752752    1763992      1       1  317     -0.67817   -1.1102e-16     -0.67817
6150        11    1947272    2014017      1       1  321      -2.2492             0      -2.2492
4676        11    2944430    2992377      1       1  323       1.2998   -2.2204e-16       1.2998
114879      11    3087115    3165352      2       1  321     -0.39348   -1.1102e-16     -0.39348
417         11    3642234    3665075      1       1  323     -0.60947   -1.1102e-16     -0.60947
282763      11    5340479    5505652      3       2  323     -0.75562   -1.1102e-16     -0.75562
85363       11    5590982    5685109      2       1  321      0.49408   -1.1102e-16      0.49408
117854      11    5596101    5612958      1       1  323       1.0231   -2.2204e-16       1.0231
445372      11    5596635    5644398      2       1  321      0.49408   -1.1102e-16      0.49408
53840       11    5619944    5644398      1       1  318      -0.1153    -1.249e-16      -0.1153
10346       11    5689587    5710863      1       1  323      -0.3057   -1.1102e-16      -0.3057
160298      11    6205043    6231450      1       1  322      -1.3377   -2.2204e-16      -1.3377
84067       11    6211334    6234711      1       1  322      -1.3377   -2.2204e-16      -1.3377
322         11    6395124    6419472      2       1  322      -1.0156   -2.2204e-16      -1.0156
23378       11    6514830    6603678      1       1  320       0.3478   -1.1102e-16       0.3478
338755      11    6767345    6926426      2       1  322      -1.9602   -2.2204e-16      -1.9602
7762        11    6926418    7005354      2       1  321     -0.80877   -1.1102e-16     -0.80877
338323      11    7020446    7089025      1       1  323      0.18887   -1.3878e-16      0.18887
143425      11    7238796    7469045      2       1  321     -0.96587   -1.1102e-16     -0.96587
283298      11    7485369    7511897      1       1  323       2.0102             0       2.0102
8495        11    7513765    7667344      1       1  321      -1.2482   -2.2204e-16      -1.2482
7275        11    8019180    8106241      1       1  321       1.0165   -2.2204e-16       1.0165
79608       11    8092965    8169083      1       1  321     -0.21255   -1.3878e-16     -0.21255
65975       11    8391866    8594289      1       1  323     -0.67688   -1.1102e-16     -0.67688
56672       11    8911118    8920079      1       1  321      -1.5027   -2.2204e-16      -1.5027
10527       11    9384622    9448127      2       1  322       1.1557   -2.2204e-16       1.1557
81846       11    9778667   10294207      1       1  323      -1.5816   -2.2204e-16      -1.5816
10335       11   10573091   10693988      1       1  315      -1.2676   -2.2204e-16      -1.2676
374378      11   11270874   11622045      1       1  323     -0.03174   -1.3184e-16     -0.03174
9645        11   12110576   12281016      1       1  323       1.5979   -2.2204e-16       1.5979
84953       11   12286900   12359144      1       1  323       -1.262   -2.2204e-16       -1.262
55742       11   12376441   12535356      1       1  322     -0.33639   -1.1102e-16     -0.33639
406         11   13277727   13387811      1       1  323     -0.78688   -1.1102e-16     -0.78688
22800       11   14277920   14364506      1       1  321     -0.69039   -1.1102e-16     -0.69039
387755      11   15111430   15247208      1       1  321     0.032078   -1.3184e-16     0.032078
55553       11   15966449   16476388      2       1  320        1.062   -2.2204e-16        1.062
10083       11   17493895   17544416      1       1  323       1.3124   -2.2204e-16       1.3124
26297       11   17788048   18013162      1       1  322      -1.7647   -2.2204e-16      -1.7647
11234       11   18278670   18322498      1       1  322      0.37922   -1.1102e-16      0.37922
2965        11   18322269   18367043      2       1  323      -0.4982   -1.1102e-16      -0.4982
84867       11   18727928   18792721      1       1  323       1.1809   -2.2204e-16       1.1809
89797       11   19345247   20121601      4       2  321     -0.05458   -1.3184e-16     -0.05458
10196       11   20387530   20509333      4       2  320     -0.41346   -1.1102e-16     -0.41346
9152        11   20599400   20659285      2       1  318     -0.73895   -1.1102e-16     -0.73895
4745        11   20669551   21575686      3       2  321       0.8352   -1.1102e-16       0.8352
338645      11   24496488   25082640      4       2  318      -1.5311   -2.2204e-16      -1.5311
159963      11   26667019   26723356      1       1  323       1.0267   -2.2204e-16       1.0267
627         11   27654893   27722058      1       1  323      -1.1006   -2.2204e-16      -1.1006
81930       11   28020616   28108199      1       1  322      0.27745   -1.1102e-16      0.27745
744         11   30384493   30586714      2       1  323     -0.57322   -1.1102e-16     -0.57322
26610       11   31509729   31785252      1       1  318     -0.53319   -1.1102e-16     -0.53319
7490        11   32387775   32435535      2       1  317      0.18937   -1.3878e-16      0.18937
25758       11   33376568   33674102      1       1  320      0.66574   -1.1102e-16      0.66574
4005        11   33858576   33892289      1       1  322       1.6734   -2.2204e-16       1.6734
4076        11   34051617   34102610      1       1  322     -0.36248   -1.1102e-16     -0.36248
25841       11   34150987   34358008      1       1  318      -0.9253   -1.1102e-16      -0.9253
6506        11   35251205   35420063      2       1  323      -1.0348   -2.2204e-16      -1.0348
