GENE       CHR      START       STOP  NSNPS  NPARAM    N        ZSTAT            P
444          8   61500556   61714640      1       1  322      0.29871      0.38258
286183       8   62248310   62999652      5       3  319      0.94438      0.17249
286187       8   66988131   67028551      1       1  322     -0.43839      0.66945
57094        8   67422170   67746571      1       1  322     -0.65902      0.74506
81796        8   69667046   69835064      1       1  323     -0.17401      0.56907
10499        8   70109770   70405437      1       1  320        1.356     0.087547
389668       8   70669363   71065788      2       1  316     -0.12589      0.55009
2138         8   71197433   71548109      1       1  322       1.2911     0.098342
9312         8   72537391   72938349      3       2  320      -1.4065      0.92021
55284        8   73780097   73878910      1       1  322      -1.3169      0.90606
11075        8   79610814   79666175      2       1  321      -1.6309      0.94855
619279       8   80628451   80874781      1       1  321       0.1341      0.44666
138046       8   84183218   84921844      4       2  322      -0.3198      0.62544
377677       8   85245487   85284073      1       1  320      -1.3073      0.90445
168975       8   86866448   87382727      2       1  323     -0.21724      0.58599
4325         8   88003095   88327488      1       1  309     -0.80983      0.79098
1666         8   90001352   90052004      1       1  317     -0.19499       0.5773
64168        8   90791693   90959402      1       1  321      -1.3197      0.90654
862          8   91954967   92103226      1       1  317     -0.63088      0.73594
137682       8   94895451   95058716      1       1  323    -0.074063      0.52952
79666        8   95133721   95156685      1       1  323       1.4869     0.068519
6383         8   96493351   96611809      1       1  323     -0.65937      0.74517
10404        8   96645227   97143503      1       1  319     0.096983      0.46137
203111       8   98064522   98093610      1       1  322       1.6701     0.047453
79815        8   98189826   98295442      1       1  322      0.79303      0.21388
6788         8   98371355   98942571      1       1  321      -0.8271      0.79591
157680       8   99013071   99877586      2       1  323     -0.22978      0.59087
105375678    8  101214031  101321227      1       1  321        1.007      0.15697
79977        8  101492406  101678098      2       1  322      0.22138       0.4124
83988        8  101686542  102124907      1       1  322     -0.18861       0.5748
51366        8  102252273  102412689      1       1  323      -1.3052      0.90409
9699         8  103500642  104254429      2       1  321     -0.87246      0.80852
1807         8  104379424  104467049      1       1  317       1.5026     0.066469
23414        8  105246436  105804539      3       2  323      0.41513      0.33902
55074        8  106270178  106752694      1       1  322      -2.0994      0.98211
284          8  107249482  107498026      1       1  322      -1.9491      0.97436
114788       8  112222928  113437467      4       2  319      0.65017      0.25779
7227         8  115408496  115669580      1       1  320      -1.0064      0.84288
2131         8  117799363  118111819      1       1  321      -1.0097      0.84367
6873         8  119730773  119832858      1       1  321      0.27075      0.39329
7373         8  120125108  120373573      2       1  323      -1.1277      0.87028
6641         8  120535745  120812069      1       1  321      -2.2226      0.98688
654463       8  123851987  124120061      1       1  321     0.015742      0.49372
137209       8  124848552  124979511      1       1  322     -0.68228      0.75247
286053       8  125091818  125367125      2       1  320     -0.73982       0.7703
51571        8  129839593  130016697      2       1  322     -0.37898      0.64765
50807        8  130052104  130443660      1       1  323     0.026398      0.48947
137835       8  132709945  132760712      1       1  321     -0.78202       0.7829
7038         8  132866935  133134902      1       1  322     -0.44963      0.67351
6503         8  133036728  133103066      1       1  322     -0.44963      0.67351
10656        8  135457461  135656516      3       2  322      0.34448      0.36524
51059        8  138130023  138496822      3       2  322      0.12742      0.44931
169044       8  138588235  138914094      2       1  322      0.63845      0.26159
51305        8  139600838  139703068      1       1  323        2.049      0.02023
83696        8  139728081  140458579      1       1  321     -0.39289       0.6528
22898        8  141128621  141195804      1       1  322      -0.9162      0.82022
203062       8  142212080  142403291      1       1  314      0.27692      0.39092
23144        8  143437655  143542245      1       1  317     -0.67745      0.75094
9831         8  143636013  143653775      1       1  320     0.087669      0.46507
22827        8  143816344  143829386      1       1  318     -0.43561      0.66844
340371       8  143830016  143840974      1       1  323       0.1339      0.44674
84875        8  143977152  143986467      1       1  322     -0.54551       0.7073
727957       8  144148016  144261940      1       1  314      0.11963      0.45239
55630        8  144412414  144418034      1       1  320        1.089      0.13807
80728        8  144529179  144700520      2       1  317       1.9347     0.026511
90987        8  144720909  144755585      1       1  323      -3.2905       0.9995
340385       8  144798876  144809144      1       1  308      0.50437        0.307
81704        9     214865     465259      2       1  321      -0.2986      0.61738
23189        9     470294     746106      3       2  321      0.41629       0.3386
1761         9     841647     969090      1       1  323      -1.0771      0.85928
6595         9    2015219    2193624      1       1  322     -0.62465       0.7339
5991         9    3218297    3526001      1       1  321     -0.23669      0.59355
169792       9    3824127    4310506      3       2  322     -0.50022      0.69154
50808        9    4709556    4742043      1       1  322      0.45457      0.32471
80380        9    5510491    5571282      1       1  323      0.37659      0.35324
57589        9    5629030    5778015      1       1  321      0.80903      0.20925
90865        9    6215149    6257983      1       1  321     -0.26953      0.60624
2731         9    6532464    6645692      2       1  323      0.19418      0.42302
23081        9    6720863    7175648      5       3  322      0.10814      0.45694
5789         9    8314246   10612723      9       6  322       1.2668      0.10261
4781         9   14081843   14398983      1       1  321       1.3061     0.095757
158326       9   14734666   14911647      2       1  321      0.44516       0.3281
158219       9   15170844   15307360      2       1  323      -0.4585       0.6767
11168        9   15464066   15511005      1       1  323       1.1385      0.12746
100129385    9   16203935   16276313      1       1  322      0.16582      0.43415
54796        9   16409503   16870838      1       1  317      -1.2119      0.88722
54875        9   17134990   17503923      1       1  322       1.0496      0.14694
6456         9   17578954   17797129      1       1  321      0.11756      0.45321
92949        9   17906603   18910950      5       3  320      0.34979      0.36325
158297       9   18927660   19049354      1       1  323      -1.9856      0.97646
55667        9   19230765   19374268      3       2  321      -1.1794      0.88088
4300         9   20341665   20622543      1       1  321     -0.40067      0.65567
54914        9   20658309   20995955      1       1  321       1.3804      0.08373
401494       9   21003621   21031670      1       1  321      0.92983      0.17623
4507         9   21802636   21865971      1       1  321       -0.158      0.56277
9373         9   26903370   26947470      1       1  318      0.87893      0.18972
80173        9   26947039   27066129      1       1  321       1.0535      0.14606
64922        9   26993136   27005693      1       1  321       1.0535      0.14606
79817        9   27325209   27529852      3       2  320     -0.12112       0.5482
158038       9   27937617   29213981      3       2  322       1.0734      0.14154
23586        9   32455302   32526324      1       1  317     -0.25861      0.60203
27290        9   33240198   33248567      1       1  320    -0.026874      0.51072
4799         9   33290420   33371157      1       1  321      0.73074      0.23247
441459       9   33524353   33575969      1       1  319       -1.159      0.87677
5646         9   33750466   33799231      1       1  323      0.26224      0.39657
55833        9   33921693   34048949      1       1  321     -0.29258      0.61508
51271        9   34179005   34252523      1       1  318      -1.6254      0.94796
27019        9   34458752   34520989      1       1  321     0.047092      0.48122
138724       9   35041095   35045991      1       1  323      -2.1387      0.98377
2189         9   35073838   35080016      1       1  322       1.0921       0.1374
10497        9   35161982   35405337      1       1  311      -0.5213      0.69892
7094         9   35697337   35732395      1       1  320    -0.080072      0.53191
9833         9   36572862   36677683      1       1  322     -0.65924      0.74513
5079         9   36833275   37035319      1       1  322     -0.19992      0.57923
84186        9   37120169   37358149      1       1  321     -0.36488       0.6424
9380         9   37422666   37436993      1       1  320      -1.3276      0.90784
347252       9   38406528   38424447      1       1  323     0.098746      0.46067
253650       9   38542965   38620655      1       1  317      0.48069      0.31537
51104        9   71862452   71911233      1       1  323     -0.37108      0.64471
140803       9   74722495   74888094      1       1  320       1.2905     0.098435
5125         9   75890601   76362339      1       1  321     -0.73395      0.76851
23230        9   77177353   77417483      1       1  320      -0.6892      0.75465
2776         9   77716274   78031449      2       1  313       2.2171     0.013306
7091         9   79571773   79726882      1       1  322     -0.48968      0.68782
7088         9   81583683   81689535      1       1  322      0.62972      0.26444
257019       9   83242990   83538433      1       1  321     -0.70637      0.76002
55582        9   83836698   83921467      1       1  321     0.059241      0.47638
4915         9   84668458   85027070      1       1  320       0.3746      0.35398
60560        9   85941142   86025462      1       1  320     -0.85705      0.80429
51280        9   86026141   86100201      2       1  323       1.3432     0.089597
1612         9   87497228   87708634      1       1  321      0.14197      0.44355
53358        9   89005771   89182072      2       1  323     -0.53722      0.70444
10507        9   89360791   89498014      1       1  322      -1.1402       0.8729
4783         9   91409045   91424626      1       1  321      0.65535      0.25612
401541       9   92325457   92615164      1       1  323     -0.21881       0.5866
1842         9   92493547   92536092      1       1  323     -0.21881       0.5866
23299        9   92711363   92764801      1       1  323    -0.045762      0.51825
23196        9   93451696   93566115      1       1  320       1.9745      0.02416
5253         9   93576627   93679587      1       1  323      0.67777      0.24896
138639       9   94030794   94109856      1       1  318      0.98946      0.16122
54754        9   94318196   94554847      2       1  322      0.92448      0.17762
84641        9   94374322   94460920      1       1  323     -0.10321       0.5411
5727         9   95442982   95516965      1       1  319     0.026047      0.48961
375748       9   95875618   96120476      2       1  317      0.25119      0.40083
158431       9   96816699   97013673      2       1  321    -0.083533      0.53329
7111         9   97501180   97601743      1       1  322      -1.0346      0.84958
4686         9   97633423   97673748      1       1  323     -0.80061      0.78832
7507         9   97654398   97697409      1       1  323     -0.80061      0.78832
9568         9   98288082   98709197      3       2  322      0.33852      0.36749
23071        9   99979179  100099052      1       1  320     -0.12202      0.54856
27130        9  100099185  100338617      1       1  321      0.28673      0.38716
54881        9  100302075  100352977      1       1  321      0.28673      0.38716
570          9  101360417  101385005      2       1  318      0.53711       0.2956
10592        9  104093848  104141419      1       1  323     0.022662      0.49096
83856        9  105442242  105552433      1       1  317      0.26226      0.39656
58499        9  106860165  107012455      1       1  317      0.26353      0.39607
5774         9  109375694  109538353      1       1  321      0.77557        0.219
114299       9  109640788  109951476      1       1  322     -0.48923      0.68766
445815       9  109780297  110172512      3       2  322       -1.362       0.9134
11217        9  110048598  110172512      1       1  321     -0.63959      0.73878
79987        9  110365248  110579880      3       2  322     0.010765      0.49571
64420        9  112040781  112175520      1       1  322       1.3782     0.084076
158405       9  112486968  112665311      3       2  323      -3.3288      0.99956
169834       9  112997120  113012192      1       1  323     -0.34765      0.63595
23307        9  113165519  113221361      2       1  322      -1.3361      0.90924
210          9  113386312  113401338      1       1  322     -0.66971      0.74848
85301        9  114130331  114312516      1       1  323      -1.6365      0.94913
80709        9  114334149  114398551      1       1  323       1.4425     0.074578
25861        9  114402078  114505509      1       1  321      0.22227      0.41205
203197       9  114603942  114646423      1       1  321      0.13737      0.44537
100505478    9  114666434  114682089      1       1  321     -0.43131      0.66688
23245        9  116425225  117415039      5       3  321      -1.1953      0.88402
1620         9  119166630  119369461      2       1  318     -0.80913      0.79078
55755        9  120388869  120580170      3       2  321        0.351      0.36279
11064        9  121074955  121177610      1       1  322      0.16976       0.4326
158135       9  121815674  122093606      1       1  322      -1.6651      0.95205
26740        9  122448953  122580751      1       1  322      0.31824      0.37515
54542        9  122849453  122905283      1       1  320      0.64863      0.25829
55342        9  123109494  123268576      1       1  323     -0.31313      0.62291
57706        9  123379654  123930138      1       1  323      0.81835      0.20658
10783        9  124257606  124378316      1       1  323        1.418       0.0781
79109        9  125437394  125707234      1       1  323     -0.70312      0.75901
5090         9  125747338  125967377      1       1  322     -0.29575      0.61629
64855        9  127505338  127579007      1       1  317      0.98652      0.16194
6812         9  127612207  127692716      1       1  319       1.0855      0.13884
883          9  128832942  128882513      1       1  322       1.2338      0.10863
10868        9  129835417  129881838      1       1  323      0.39378      0.34687
256158       9  130265759  130434123      1       1  322     0.044783      0.48214
9442         9  131860110  132079887      2       1  319      0.17724      0.42966
84628        9  132161652  132244534      2       1  322      0.49316      0.31095
389799       9  132410043  132573319      1       1  323      0.52454      0.29995
29989        9  133205279  133253397      1       1  320      0.45549      0.32438
11093        9  133414339  133459403      1       1  322     0.083945      0.46655
9719         9  133532164  133575519      1       1  322       1.2102      0.11311
7410         9  133761894  133992374      1       1  320       0.0762      0.46963
6256         9  134326463  134440586      1       1  319     -0.54284      0.70638
57582        9  135702185  135793147      1       1  321       2.2039     0.013764
138151       9  136006537  136095285      2       1  317     -0.95617      0.83051
399693       9  136266538  136306901      2       1  320      -1.5591      0.94052
84960        9  136796338  136807741      1       1  323     -0.69566      0.75668
54932        9  137306894  137423268      1       1  322       1.6967     0.044875
92714        9  137605640  137615360      1       1  322       1.9615     0.024913
79813        9  137618992  137836127      2       1  323     -0.82318       0.7948
774          9  137877789  138124624      2       1  321     -0.38385      0.64946
22982       10     274190     689689      3       2  322      -1.8482      0.96771
91734       10    1018907    1025859      1       1  322      0.66364      0.25346
105         10    1177313    1737498      2       1  320        1.739     0.041019
10531       10    3137727    3172841      1       1  310      -1.0082      0.84331
1646        10    4987775    5018033      1       1  316      0.49994      0.30856
54906       10    5684772    5765779      1       1  315     -0.10963      0.54365
3559        10    6010694    6062370      1       1  321     -0.38889      0.65132
5588        10    6393595    6580646      3       2  322     -0.28552      0.61238
57713       10    7158624    7411486      2       1  322    -0.036479      0.51455
80760       10    7559270    7666998      1       1  319       2.8111    0.0024689
10659       10   11004641   11336675      3       2  321      -1.6867      0.95417
55176       10   12129641   12169958      1       1  321     -0.96653      0.83311
57118       10   12349517   12835545      5       3  322      0.32862      0.37122
83643       10   12896625   13099773      3       2  323      0.60047       0.2741
55691       10   13643706   14330867      4       2  323     -0.13662      0.55433
83641       10   14518557   14774897      1       1  320      -1.3807      0.91631
8516        10   15513949   15720335      2       1  321      0.69018      0.24504
6251        10   16590616   16817454      1       1  320     -0.71998      0.76423
8029        10   16823966   17130249      2       1  323        1.553      0.06021
338596      10   17315414   17455510      1       1  320      -1.0889      0.86191
783         10   18140677   18541759      5       3  322      0.71849      0.23623
340895      10   19046931   19734478      5       3  320      0.20478      0.41887
84898       10   19816227   20289856      2       1  323        1.835     0.033251
10529       10   20779971   21174187      1       1  315      0.64396       0.2598
9576        10   22345416   22417610      1       1  321      0.19244       0.4237
219681      10   22928024   23038523      2       1  323     -0.50247      0.69233
22921       10   23095498   23122013      1       1  321      0.65024      0.25777
56243       10   23694746   24547848      2       1  323      -1.2613       0.8964
56952       10   24812957   24953751      2       1  321      0.70495      0.24042
57512       10   25174737   25602233      1       1  321       1.6731     0.047149
53904       10   25934073   26212536      1       1  322      0.37393      0.35423
22931       10   27504174   27542237      1       1  321       1.8924     0.029222
283078      10   27672874   27745849      1       1  323      0.95638      0.16944
143098      10   28050993   28303061      1       1  321       1.2266      0.10999
51322       10   28532588   28623112      1       1  317      0.97339      0.16518
6840        10   29457338   29736935      1       1  320    -0.017046       0.5068
57608       10   30012800   30115486      1       1  322     -0.34175      0.63373
1326        10   30434003   30461833      1       1  322      0.71469       0.2374
220929      10   30844634   31032407      1       1  323    0.0083472      0.49667
6935        10   31318783   31529814      1       1  323     -0.71926      0.76401
79741       10   32446082   32882864      1       1  320      0.58751      0.27843
8829        10   33177491   33334905      1       1  321       1.2502      0.10562
56288       10   34109560   34815325      2       1  321      0.17574      0.43025
8453        10   35008551   35126899      1       1  322     0.097587      0.46113
7587        10   38094336   38123352      1       1  322      0.51053      0.30484
5979        10   43077027   43130351      1       1  320      0.12177      0.45154
53828       10   43371644   43376335      1       1  314     -0.15551      0.56179
240         10   45374176   45446121      1       1  323     -0.35376      0.63824
220972      10   45454585   45594906      1       1  323      0.25045      0.40112
2074        10   49454480   49539123      1       1  323      0.33389      0.36923
8505        10   49818275   49942027      2       1  323     -0.24799      0.59793
387680      10   50067888   50133509      1       1  323      0.73352      0.23162
259230      10   50305585   50623977      2       1  322      0.15333      0.43907
29974       10   50799409   50885675      1       1  321      -1.5204       0.9358
5592        10   50991151   52298350      3       2  322      0.45175      0.32572
65217       10   53802771   54801291      7       4  319     -0.67369      0.74974
80114       10   58512916   58831437      1       1  317      -1.2891      0.90132
288         10   60026298   60733526      2       1  322      0.23972      0.40527
84159       10   61901254   62096948      1       1  323      0.59995      0.27427
22891       10   62374157   62672011      1       1  323     -0.24123      0.59531
1959        10   62811996   62919895      1       1  320     -0.56387      0.71358
221037      10   63167221   63466001      2       1  319      -2.8495      0.99781
29119       10   65912518   67763610      8       5  321      0.18647      0.42604
347731      10   66926034   67101551      1       1  322      0.23599      0.40672
23411       10   67884662   67918390      1       1  320     -0.63977      0.73884
26091       10   67921899   68075348      2       1  321     -0.70161      0.75854
84665       10   68106117   68212017      1       1  323     -0.98411      0.83747
80312       10   68560360   68694487      2       1  321     -0.51001      0.69498
3098        10   69269984   69401882      1       1  318      -1.0635      0.85623
55506       10   70052601   70112284      2       1  321     -0.45551      0.67563
1979        10   70404105   70428618      1       1  321      -1.2904      0.90154
64072       10   71396934   71815947      6       4  322      -1.8278      0.96621
9469        10   71964362   72013564      1       1  322     0.066801      0.47337
51008       10   72096032   72217134      1       1  323     -0.53403      0.70334
10367       10   72367326   72626191      1       1  322       1.3724     0.084965
25961       10   73110375   73131828      1       1  323      0.62453      0.26614
118491      10   73253758   73361064      1       1  323      -1.0421      0.85131
310         10   73375431   73414083      1       1  322      -1.5117      0.93469
159195      10   73497538   73591342      3       2  321       1.0919      0.13743
9632        10   73744281   73772175      1       1  322      0.17785      0.42942
7414        10   73998078   74120160      1       1  322      0.55049      0.29099
26985       10   74120257   74151068      1       1  322      0.36579      0.35726
338599      10   75037472   75073632      1       1  321     -0.99816       0.8409
83938       10   75431458   76557375      1       1  322      0.54848      0.29168
3778        10   76869601   77637819      1       1  323     -0.30774      0.62086
387694      10   80537902   80646560      1       1  316      -1.9445      0.97408
54462       10   84328586   84518521      3       2  323         -1.1      0.86433
2894        10   85599555   86366493      5       3  322     -0.52409      0.69989
54537       10   87095196   87191469      1       1  321     -0.37524      0.64626
55328       10   88180643   88583854      2       1  321     -0.23376      0.59241
643414      10   88706234   88753092      1       1  323     -0.72189      0.76482
387700      10   89430294   89535556      1       1  323    0.0074949      0.49701
9585        10   89701590   89774943      1       1  322     -0.63824      0.73834
143279      10   91409280   91514829      2       1  316       1.3933     0.081765
22849       10   92048638   92291118      1       1  321      0.57419      0.28292
3416        10   92451684   92574095      1       1  323     -0.59202      0.72308
54536       10   92834713   93059494      1       1  322      0.48049      0.31544
26509       10   93306429   93482486      1       1  320     0.026498      0.48943
118924      10   93667883   93702572      1       1  313     -0.75112      0.77371
1557        10   94762681   94853205      1       1  321       2.5401     0.005541
10580       10   95311773   95561420      1       1  321      -1.7291       0.9581
387707      10   95974029   96035750      1       1  321      0.15531      0.43829
1791        10   96304328   96338564      1       1  313     -0.65116      0.74253
7093        10   96364606   96513926      2       1  320       1.4676     0.071109
6585        10   96998038   97185926      1       1  323        1.674      0.04707
118813      10   97737121   97760907      1       1  323     -0.10641      0.54237
55118       10   97854711   98030828      2       1  322     -0.27081      0.60673
27291       10   98134624   98244897      1       1  322     -0.64415      0.74026
60495       10   98457077   99235875      3       2  320      0.21413      0.41522
23268       10   99875576  100009948      1       1  323      -1.4121      0.92104
6319        10  100347015  100364831      1       1  322      0.26566      0.39525
25911       10  101588332  101609653      2       1  323     -0.17346      0.56886
6468        10  101610664  101695037      1       1  319       1.0272      0.15216
10724       10  101784443  101818709      1       1  316       -1.853      0.96806
79591       10  101845599  102056232      1       1  321     -0.42631      0.66506
54805       10  102918293  103078587      1       1  321      -0.6653      0.74707
9644        10  103594027  103855482      1       1  322     -0.21819      0.58636
22986       10  104640837  105265250      1       1  323    0.0024816      0.49901
114815      10  106573663  107181126      2       1  322     -0.20395      0.58081
120         10  109996365  110135565      1       1  323     0.014464      0.49423
143187      10  112446998  112855364      2       1  322      0.75471      0.22521
6934        10  112950219  113167678      1       1  322   -0.0033589      0.50134
4892        10  113588824  113664070      1       1  320      0.23094      0.40868
79949       10  113751262  113782433      1       1  321      0.14562      0.44211
3983        10  114431110  114821643      2       1  321      0.19619      0.42223
26033       10  115093365  115948999      7       4  321       1.2688      0.10225
2674        10  116056925  116273614      2       1  323     -0.16026      0.56366
374355      10  116324104  116380029      1       1  321     0.044332      0.48232
5408        10  116620953  116645143      1       1  323      -1.5914      0.94424
8661        10  119035029  119080822      1       1  319     -0.16605      0.56594
2869        10  119207685  119455619      2       1  323      -1.7726      0.96185
196051      10  120456954  120589855      1       1  322       -1.078      0.85949
2263        10  121478330  121598656      1       1  321     -0.19188      0.57608
10579       10  121989174  122254545      2       1  321      0.12162       0.4516
1755        10  122560665  122643736      2       1  323       1.1393      0.12729
118670      10  122910701  122913111      1       1  322      0.18226      0.42769
118672      10  122954235  122997519      1       1  321     0.085354      0.46599
64077       10  124461772  124614141      1       1  322      -1.9897      0.97669
54764       10  124916899  124988059      1       1  323    0.0033088      0.49868
55760       10  125836340  125881315      1       1  321    -0.068007      0.52711
92565       10  125896224  126009592      1       1  321     -0.55701      0.71124
8038        10  126012385  126388558      4       2  321     0.034166      0.48637
118611      10  126424997  126671038      1       1  323       1.4771     0.069823
1793        10  126905409  127452517      3       2  321     -0.73319      0.76828
4255        10  129467190  129768042      3       2  322      -1.9651       0.9753
253738      10  129835232  129964281      4       2  323      -1.1048      0.86538
101927435   10  130205332  130496873      2       1  322      0.58364      0.27973
55844       10  131900644  131969980      1       1  320      -1.0099      0.84374
282973      10  132036107  132184809      1       1  323       2.7886    0.0026467
80313       10  132330063  132381506      1       1  321     -0.50241      0.69231
3632        10  132537784  132783480      3       2  322     -0.46146      0.67776
50632       10  133324072  133336971      1       1  319      -0.1979      0.57844
59307       11     405716     417454      1       1  307      0.17179       0.4318
81490       11     448271     491399      1       1  316      -1.5786      0.94279
115399      11     519000     554916      1       1  321      -1.1782      0.88065
101059906   11     528484     532263      1       1  321      -1.1782      0.88065
347862      11     767217     777501      1       1  319      0.47162       0.3186
57104       11     818891     825573      1       1  313      -0.7431      0.77129
283229      11     826144     831991      1       1  318      0.59426      0.27617
66005       11     867859     915058      1       1  317       2.4208    0.0077427
402778      11    1732410    1750594      1       1  322     -0.34353       0.6344
1509        11    1752752    1763992      1       1  317     -0.47709      0.68335
6150        11    1947272    2014017      1       1  321      -2.0272      0.97868
4676        11    2944430    2992377      1       1  323       1.5655     0.058735
114879      11    3087115    3165352      2       1  321    -0.026785      0.51068
417         11    3642234    3665075      1       1  323     -0.33891      0.63266
282763      11    5340479    5505652      3       2  323     -0.32684       0.6281
85363       11    5590982    5685109      2       1  321       0.8564      0.19589
117854      11    5596101    5612958      1       1  323       1.2898     0.098567
445372      11    5596635    5644398      2       1  321       0.8564      0.19589
53840       11    5619944    5644398      1       1  318     0.082889      0.46697
10346       11    5689587    5710863      1       1  323    -0.038311      0.51528
160298      11    6205043    6231450      1       1  322       -1.105      0.86543
84067       11    6211334    6234711      1       1  322       -1.105      0.86543
322         11    6395124    6419472      2       1  322      -0.6386      0.73846
23378       11    6514830    6603678      1       1  320      0.55271      0.29023
338755      11    6767345    6926426      2       1  322      -1.5846      0.94347
7762        11    6926418    7005354      2       1  321     -0.45489      0.67541
338323      11    7020446    7089025      1       1  323      0.46379       0.3214
143425      11    7238796    7469045      2       1  321      -0.6106      0.72927
283298      11    7485369    7511897      1       1  323        2.274     0.011483
8495        11    7513765    7667344      1       1  321      -1.0378      0.85033
7275        11    8019180    8106241      1       1  321       1.2416       0.1072
79608       11    8092965    8169083      1       1  321    0.0072693       0.4971
65975       11    8391866    8594289      1       1  323     -0.42171      0.66338
56672       11    8911118    8920079      1       1  321      -1.2769      0.89918
10527       11    9384622    9448127      2       1  322       1.5267     0.063419
81846       11    9778667   10294207      1       1  323      -1.3253      0.90746
10335       11   10573091   10693988      1       1  315      -1.0304      0.84859
374378      11   11270874   11622045      1       1  323      0.24471      0.40334
9645        11   12110576   12281016      1       1  323       1.8599      0.03145
84953       11   12286900   12359144      1       1  323      -1.0075      0.84315
55742       11   12376441   12535356      1       1  322    -0.098192      0.53911
406         11   13277727   13387811      1       1  323     -0.53178      0.70256
22800       11   14277920   14364506      1       1  321     -0.47644      0.68312
387755      11   15111430   15247208      1       1  321      0.25485      0.39942
55553       11   15966449   16476388      2       1  320       1.4066     0.079769
10083       11   17493895   17544416      1       1  323       1.5775     0.057339
26297       11   17788048   18013162      1       1  322      -1.5208      0.93585
11234       11   18278670   18322498      1       1  322      0.62868      0.26478
2965        11   18322269   18367043      2       1  323    -0.097129      0.53869
84867       11   18727928   18792721      1       1  323       1.4452     0.074201
89797       11   19345247   20121601      4       2  321      0.47245       0.3183
10196       11   20387530   20509333      4       2  320      0.10272      0.45909
9152        11   20599400   20659285      2       1  318     -0.40742      0.65815
4745        11   20669551   21575686      3       2  321        1.235      0.10842
338645      11   24496488   25082640      4       2  318      -1.0342      0.84947
159963      11   26667019   26723356      1       1  323       1.2885     0.098782
627         11   27654893   27722058      1       1  323     -0.83952      0.79941
81930       11   28020616   28108199      1       1  322      0.52135      0.30106
744         11   30384493   30586714      2       1  323     -0.15736      0.56252
26610       11   31509729   31785252      1       1  318     -0.34406       0.6346
7490        11   32387775   32435535      2       1  317      0.52509      0.29976
25758       11   33376568   33674102      1       1  320      0.88015      0.18939
4005        11   33858576   33892289      1       1  322       1.9129     0.027882
4076        11   34051617   34102610      1       1  322     -0.10938      0.54355
25841       11   34150987   34358008      1       1  318     -0.71712      0.76335
6506        11   35251205   35420063      2       1  323     -0.63463      0.73717
79899       11   36296175   36465204      1       1  322      -1.7796      0.96243
57689       11   40109938   41460212      1       1  323     0.040694      0.48377
390110      11   43921084   44060307      2       1  320     0.014374      0.49427
57586       11   45240302   45286333      1       1  323      0.67034      0.25132
4038        11   46856717   46918622      2       1  322      -1.0583      0.85504
81327       11   55323661   55344225      1       1  321     -0.43327      0.66759
219436      11   55795556   55796500      1       1  321      -1.1611      0.87719
5024        11   57335946   57372399      2       1  321      0.54352      0.29338
219970      11   58834065   58844808      1       1  322      0.38751      0.34919
51338       11   60280541   60308972      1       1  322       1.5481     0.060794
728588      11   60724009   60744213      1       1  323      0.22387      0.41143
745         11   61752637   61788518      2       1  319      0.32772      0.37156
5866        11   61897240   61946311      1       1  319      0.60907      0.27124
387601      11   63162266   63243516      1       1  322       0.3327      0.36968
10313       11   63681360   63759891      1       1  322     -0.78868      0.78485
28992       11   63998556   64166130      1       1  320      0.98224      0.16299
5871        11   64789137   64803248      1       1  318     -0.65818      0.74479
4221        11   64803514   64811294      1       1  322      0.45476      0.32464
83759       11   66664994   66677921      1       1  323       0.2757      0.39139
6712        11   66682496   66729237      1       1  323       2.1695     0.015022
4041        11   68298866   68449275      1       1  322      0.52247      0.30067
55291       11   68460718   68615334      2       1  323    -0.021338      0.50851
1374        11   68754620   68841931      1       1  317     -0.95686      0.83068
219931      11   69048882   69160413      1       1  317       1.9412     0.026119
55107       11   70078302   70189545      1       1  322       1.1483      0.12542
8500        11   70270687   70384501      1       1  316     -0.95832      0.83105
2017        11   70398506   70436584      1       1  322      0.89528      0.18532
22941       11   70467856   71252738      3       2  321      0.10653      0.45758
81570       11   72292425   72434680      1       1  321      0.26691      0.39477
9873        11   72836743   73142454      1       1  323       1.3552      0.08768
5870        11   73675638   73761156      1       1  323       1.4806     0.069351
26005       11   74012714   74171210      4       2  321      -1.0288      0.84821
254225      11   74748855   74842413      1       1  323      0.16722       0.4336
408         11   75260122   75351831      1       1  319      0.22729       0.4101
5612        11   76349956   76380965      1       1  320      -1.0856      0.86118
55331       11   76860873   77026797      2       1  322      0.67588      0.24956
51773       11   77660009   77820869      1       1  323      0.59097      0.27727
9846        11   78215290   78417822      1       1  323      -2.7016      0.99655
26011       11   78653283   79440989      1       1  322      0.72176      0.23522
1740        11   83455012   85628534      2       1  322       1.9582     0.025101
58487       11   85657564   85665138      1       1  322       1.1223      0.13087
54843       11   85694221   85811159      2       1  322     -0.15667      0.56225
8301        11   85957171   86069881      1       1  321    -0.096253      0.53834
60494       11   86374736   86423109      1       1  320      0.13884      0.44479
10873       11   86441108   86672636      1       1  322      0.23594      0.40674
65084       11   87037844   87328834      1       1  322      -0.6452       0.7406
23682       11   88113247   88175467      1       1  323      -1.5952      0.94467
1075        11   88293592   88337773      1       1  322     -0.44179      0.67068
50507       11   89324353   89589611      2       1  321      0.43589      0.33146
120146      11   89966087   89974072      1       1  322      0.86431      0.19371
10003       11   90131573   90199743      1       1  322     -0.71994      0.76422
26973       11   90193947   90223364      1       1  322     -0.71994      0.76422
56935       11   93478472   93586855      1       1  317       1.9798     0.023865
