GL000009.2	56140	58376		ENSG00000278704	
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	1715	18474	KIR3DL2	ENSG00000275626	3812.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	20344	34826	KIR2DS4	ENSG00000275731	3809.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	36725	51067	KIR3DL1	ENSG00000278427	3811.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	52989	64087	KIR2DL4	ENSG00000278271	3805.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	69252	82656		ENSG00000274971	128966728.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	84688	99229		ENSG00000277251	
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	101207	115411	KIR2DS2	ENSG00000275253	100132285.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	117283	129431	KIR3DL3	ENSG00000274254	115653.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	140574	145996	LILRP2	ENSG00000290505	79166.0
HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	144590	145771		ENSG00000276512	
HSCHR19KIR_HG2393_CTG3_1	20566	21313		ENSG00000283925	
HSCHR19KIR_HG2393_CTG3_1	20566	37751	FCAR	ENSG00000284061	2204.0
HSCHR19KIR_HG2393_CTG3_1	42941	43047	RNU6-222P	ENSG00000284303	
HSCHR19KIR_HG2393_CTG3_1	44779	61569	KIR3DL2	ENSG00000284528	3812.0
HSCHR19KIR_HG2393_CTG3_1	64073	77901	KIR2DS1	ENSG00000284560	3806.0
HSCHR19KIR_HG2393_CTG3_1	80533	94868		ENSG00000284217	128966554.0
HSCHR19KIR_HG2393_CTG3_1	97275	106288		ENSG00000283742	124900574.0
HSCHR19KIR_HG2393_CTG3_1	117306	119416		ENSG00000284225	
HSCHR19KIR_HG2393_CTG3_1	125192	153039	KIR2DS2	ENSG00000284033	100132285.0
HSCHR19KIR_HG2394_CTG3_1	5576	5859		ENSG00000283748	
HSCHR19KIR_HG2394_CTG3_1	9540	15077	LILRP2	ENSG00000293127	79166.0
HSCHR19KIR_HG2394_CTG3_1	10226	14856	LILRP2	ENSG00000284314	79166.0
HSCHR19KIR_HG2394_CTG3_1	26109	38123	KIR3DL3	ENSG00000284480	115653.0
HSCHR19KIR_HG2394_CTG3_1	26126	99880		ENSG00000283901	
HSCHR19KIR_HG2394_CTG3_1	40101	54648	KIR2DL3	ENSG00000284236	3804.0
HSCHR19KIR_HG2394_CTG3_1	56619	68965	KIR2DP1	ENSG00000284232	
HSCHR19KIR_HG2394_CTG3_1	71390	85917	KIR2DL1	ENSG00000284551	3802.0
HSCHR19KIR_HG2394_CTG3_1	87950	91913	KIR3DP1	ENSG00000284006	128966722.0
HSCHR19KIR_HG2394_CTG3_1	87950	91913	KIR3DP1	ENSG00000284006	128966730.0
HSCHR19KIR_HG2394_CTG3_1	87950	91913	KIR3DP1	ENSG00000284006	128966731.0
HSCHR19KIR_HG2394_CTG3_1	87950	91913	KIR3DP1	ENSG00000284006	128966732.0
HSCHR19KIR_HG2394_CTG3_1	87950	91913	KIR3DP1	ENSG00000284006	128966733.0
HSCHR19KIR_HG2394_CTG3_1	105193	116143	KIR2DL4	ENSG00000284206	3805.0
HSCHR19KIR_HG2394_CTG3_1	118094	132407	KIR3DL1	ENSG00000284589	3811.0
HSCHR19KIR_HG2394_CTG3_1	134336	150226	KIR2DS4	ENSG00000284264	3809.0
HSCHR19KIR_HG2396_CTG3_1	5576	5859		ENSG00000283833	
HSCHR19KIR_HG2396_CTG3_1	9540	15077	LILRP2	ENSG00000293130	79166.0
HSCHR19KIR_HG2396_CTG3_1	10226	14856	LILRP2	ENSG00000283983	79166.0
HSCHR19KIR_HG2396_CTG3_1	26126	86275		ENSG00000284318	
HSCHR19KIR_HG2396_CTG3_1	59746	61856		ENSG00000284555	
HSCHR19KIR_HG2396_CTG3_1	91525	102507	KIR2DL4	ENSG00000284013	3805.0
HSCHR19KIR_HG2396_CTG3_1	104458	118768	KIR3DL1	ENSG00000284342	3811.0
HSCHR19KIR_HG2396_CTG3_1	120666	136559	KIR2DS4	ENSG00000284244	3809.0
HSCHR19KIR_LUCE_A_HAP_CTG3_1	12	118	U6	ENSG00000278411	
HSCHR19KIR_LUCE_A_HAP_CTG3_1	1842	18600	KIR3DL2	ENSG00000276357	3812.0
HSCHR19KIR_LUCE_A_HAP_CTG3_1	20473	36388	KIR2DS4	ENSG00000276154	3809.0
HSCHR19KIR_LUCE_A_HAP_CTG3_1	38286	52593	KIR3DL1	ENSG00000278856	3811.0
HSCHR19KIR_LUCE_A_HAP_CTG3_1	54552	65459	KIR2DL4	ENSG00000275456	3805.0
HSCHR19KIR_LUCE_A_HAP_CTG3_1	71123	82638		ENSG00000275245	
HSCHR19KIR_LUCE_A_HAP_CTG3_1	84773	99274	KIR2DL1	ENSG00000278248	3802.0
HSCHR19KIR_LUCE_A_HAP_CTG3_1	101728	114076		ENSG00000275225	
HSCHR19KIR_LUCE_A_HAP_CTG3_1	116047	130563	KIR2DL3	ENSG00000276459	3804.0
HSCHR19KIR_LUCE_A_HAP_CTG3_1	132541	144596	KIR3DL3	ENSG00000274639	115653.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	1	107	U6	ENSG00000275782	
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	1831	18625	KIR3DL2	ENSG00000275511	3812.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	20753	34989	KIR2DS1	ENSG00000273603	3806.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	36929	51949	KIR2DS5	ENSG00000275047	3810.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	53906	63370	KIR2DL5A	ENSG00000275596	57292.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	65403	79990		ENSG00000275608	3813.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	81938	93014	KIR2DL4	ENSG00000273498	3805.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	98179	111582		ENSG00000278277	128966729.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	98179	111582		ENSG00000278277	128966730.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	98179	111582		ENSG00000278277	128966732.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	113614	128147	KIR2DL2	ENSG00000278692	3803.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	130021	144329	KIR2DS2	ENSG00000275735	100132285.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	146205	158395	KIR3DL3	ENSG00000276086	115653.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	169423	174960	LILRP2	ENSG00000293041	79166.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	169644	174274	LILRP2	ENSG00000273922	79166.0
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	178641	178924		ENSG00000276994	
HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	181971	182283	LILRP1	ENSG00000273546	
HSCHR19KIR_RP5_B_HAP_CTG3_1	2844	11554	KIR3DL2	ENSG00000273735	3812.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	13877	27891	KIR2DS1	ENSG00000273517	3806.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	29981	44855	KIR2DS5	ENSG00000277650	3810.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	46835	56299	KIR2DL5A	ENSG00000274676	57292.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	58219	72915		ENSG00000276534	3813.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	74867	85943	KIR2DL4	ENSG00000274193	3805.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	91108	104511	KIR3DP1	ENSG00000276518	128966722.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	91108	104511	KIR3DP1	ENSG00000276518	128966730.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	91108	104511	KIR3DP1	ENSG00000276518	128966731.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	91108	104511	KIR3DP1	ENSG00000276518	128966732.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	91108	104511	KIR3DP1	ENSG00000276518	128966733.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	106543	121108	KIR2DL2	ENSG00000273661	3803.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	106543	137288	KIR2DS2	ENSG00000278152	100132285.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	139698	151260	KIR3DL3	ENSG00000276433	115653.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	162305	167842	LILRP2	ENSG00000293039	79166.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	162526	167156	LILRP2	ENSG00000277267	79166.0
HSCHR19KIR_RP5_B_HAP_CTG3_1	174853	175165	LILRP1	ENSG00000274271	
HSCHR19KIR_RSH_A_HAP_CTG3_1	12	118	RNU6-222P	ENSG00000277153	
HSCHR19KIR_RSH_A_HAP_CTG3_1	1842	18614	KIR3DL2	ENSG00000275262	3812.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	20773	36403	KIR2DS4	ENSG00000274406	3809.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	38301	52606	KIR3DL1	ENSG00000273518	3811.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	54778	65492	KIR2DL4	ENSG00000278074	3805.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	78797	82797	KIR3DP1	ENSG00000274163	128966722.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	78797	82797	KIR3DP1	ENSG00000274163	128966730.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	78797	82797	KIR3DP1	ENSG00000274163	128966731.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	78797	82797	KIR3DP1	ENSG00000274163	128966732.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	78797	82797	KIR3DP1	ENSG00000274163	128966733.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	85097	99353	KIR2DL1	ENSG00000275276	3802.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	102534	114129	KIR2DP1	ENSG00000274942	
HSCHR19KIR_RSH_A_HAP_CTG3_1	116064	130587	KIR2DL3	ENSG00000277554	3804.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	132966	144604	KIR3DL3	ENSG00000276328	115653.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	155604	161141	LILRP2	ENSG00000293046	79166.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	155825	160455	LILRP2	ENSG00000274842	79166.0
HSCHR19KIR_RSH_A_HAP_CTG3_1	164822	165105		ENSG00000274009	
HSCHR19KIR_RSH_A_HAP_CTG3_1	168152	168464	LILRP1	ENSG00000277921	
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	10672	26251	KIR2DS4	ENSG00000274324	3809.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	28192	42497	KIR3DL1	ENSG00000276501	3811.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	44450	55477	KIR2DL4	ENSG00000274945	3805.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	74679	89183	KIR2DL1	ENSG00000277616	3802.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	91424	103976		ENSG00000276013	
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	106157	120954	KIR2DS5	ENSG00000274243	3810.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	122889	132373		ENSG00000278414	553128.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	134351	148898		ENSG00000278731	
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	150933	165052	KIR2DS2	ENSG00000274518	100132285.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	167479	179121	KIR3DL3	ENSG00000277620	115653.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	190118	195655	LILRP2	ENSG00000293006	79166.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	190339	194969	LILRP2	ENSG00000276247	79166.0
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	199336	199619		ENSG00000274130	
HSCHR19KIR_RSH_BA2_HAP_CTG3_1	202666	202978	LILRP1	ENSG00000275112	
HSCHR19KIR_T7526_A_HAP_CTG3_1	12	118	U6	ENSG00000275168	
HSCHR19KIR_T7526_A_HAP_CTG3_1	1842	18600	KIR3DL2	ENSG00000278442	3812.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	20467	36357	KIR2DS4	ENSG00000274947	3809.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	38286	52591	KIR3DL1	ENSG00000277272	3811.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	54555	65471	KIR2DL4	ENSG00000277964	3805.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	78781	82636	KIR3DP1	ENSG00000276035	128966722.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	78781	82636	KIR3DP1	ENSG00000276035	128966730.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	78781	82636	KIR3DP1	ENSG00000276035	128966731.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	78781	82636	KIR3DP1	ENSG00000276035	128966732.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	78781	82636	KIR3DP1	ENSG00000276035	128966733.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	85081	99337	KIR2DL1	ENSG00000275750	3802.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	101728	114076		ENSG00000276970	
HSCHR19KIR_T7526_A_HAP_CTG3_1	116161	130546	KIR2DL3	ENSG00000276590	3804.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	132944	144591	KIR3DL3	ENSG00000274786	115653.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	155589	161126	LILRP2	ENSG00000293059	79166.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	155810	160440	LILRP2	ENSG00000276243	79166.0
HSCHR19KIR_T7526_A_HAP_CTG3_1	164807	165090		ENSG00000274082	
HSCHR19KIR_T7526_A_HAP_CTG3_1	168137	168449	LILRP1	ENSG00000276001	
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	254	360	U6	ENSG00000274708	
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	2084	18878	KIR3DL2	ENSG00000278758	3812.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	21201	35215	KIR2DS1	ENSG00000275421	3806.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	37592	52028	KIR2DS3	ENSG00000277193	3808.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	53892	63388	KIR2DL5A	ENSG00000276392	57292.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	65476	80089		ENSG00000276498	3813.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	82011	93087	KIR2DL4	ENSG00000277355	3805.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	98252	111674		ENSG00000290528	128966730.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	106218	111674	KIR3DP1	ENSG00000276212	128966722.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	106218	111674	KIR3DP1	ENSG00000276212	128966730.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	106218	111674	KIR3DP1	ENSG00000276212	128966731.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	106218	111674	KIR3DP1	ENSG00000276212	128966732.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	106218	111674	KIR3DP1	ENSG00000276212	128966733.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	113706	128262	KIR2DL2	ENSG00000273578	3803.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	130392	144417	KIR2DS2	ENSG00000276425	100132285.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	146389	158408	KIR3DL3	ENSG00000275172	115653.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	169440	174977	LILRP2	ENSG00000293026	79166.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	169661	174291	LILRP2	ENSG00000274120	79166.0
HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	181988	184516	LILRP1	ENSG00000276099	
HSCHR19LRC_COX1_CTG3_1	15200	38320	VSTM1	ENSG00000275330	284415.0
HSCHR19LRC_COX1_CTG3_1	44314	55747	TARM1	ENSG00000276604	441864.0
HSCHR19LRC_COX1_CTG3_1	69048	77107	OSCAR	ENSG00000273511	126014.0
HSCHR19LRC_COX1_CTG3_1	77273	81393	NDUFA3	ENSG00000274359	4696.0
HSCHR19LRC_COX1_CTG3_1	81433	90168	TFPT	ENSG00000274073	29844.0
HSCHR19LRC_COX1_CTG3_1	89903	106263	PRPF31	ENSG00000277154	26121.0
HSCHR19LRC_COX1_CTG3_1	112549	130557	CNOT3	ENSG00000277114	4849.0
HSCHR19LRC_COX1_CTG3_1	130471	134593	LENG1	ENSG00000277808	79165.0
HSCHR19LRC_COX1_CTG3_1	134958	148022	TMC4	ENSG00000277789	147798.0
HSCHR19LRC_COX1_CTG3_1	148185	164679	MBOAT7	ENSG00000276935	79143.0
HSCHR19LRC_COX1_CTG3_1	164735	169332	TSEN34	ENSG00000278622	79042.0
HSCHR19LRC_COX1_CTG3_1	175608	223738	RPS9	ENSG00000274646	6203.0
HSCHR19LRC_COX1_CTG3_1	191474	197887	LILRB3	ENSG00000277816	102725035.0
HSCHR19LRC_COX1_CTG3_1	191474	197887	LILRB3	ENSG00000277816	107987425.0
HSCHR19LRC_COX1_CTG3_1	191474	197887	LILRB3	ENSG00000277816	107987462.0
HSCHR19LRC_COX1_CTG3_1	191474	197887	LILRB3	ENSG00000277816	11025.0
HSCHR19LRC_COX1_CTG3_1	203837	205014		ENSG00000275116	
HSCHR19LRC_COX1_CTG3_1	213259	217539	LILRA6	ENSG00000275584	79168.0
HSCHR19LRC_COX1_CTG3_1	225148	232344	LILRB5	ENSG00000277414	10990.0
HSCHR19LRC_COX1_CTG3_1	238690	238792	U6	ENSG00000274323	
HSCHR19LRC_COX1_CTG3_1	242750	243783		ENSG00000277366	
HSCHR19LRC_COX1_CTG3_1	248562	256056	LILRB2	ENSG00000276146	10288.0
HSCHR19LRC_COX1_CTG3_1	268530	280828	LILRA3	ENSG00000276175	11026.0
HSCHR19LRC_COX1_CTG3_1	288498	302003	LILRA5	ENSG00000274914	353514.0
HSCHR19LRC_COX1_CTG3_1	321737	343424	TTYH1	ENSG00000276537	57348.0
HSCHR19LRC_COX1_CTG3_1	337177	341222		ENSG00000278409	
HSCHR19LRC_COX1_CTG3_1	355231	368530	LENG8	ENSG00000276458	114823.0
HSCHR19LRC_COX1_CTG3_1	368305	370225	LENG9	ENSG00000278312	94059.0
HSCHR19LRC_COX1_CTG3_1	371539	379704	CDC42EP5	ENSG00000273633	148170.0
HSCHR19LRC_COX1_CTG3_1	404073	417309	LAIR2	ENSG00000274084	3904.0
HSCHR19LRC_COX1_CTG3_1	438999	451967	KIR3DX1	ENSG00000276848	
HSCHR19LRC_COX1_CTG3_1	479310	493950	LILRA2	ENSG00000274000	11027.0
HSCHR19LRC_COX1_CTG3_1	499948	508771	LILRA1	ENSG00000274935	11024.0
HSCHR19LRC_COX1_CTG3_1	523316	543942	LILRB1	ENSG00000274669	10859.0
HSCHR19LRC_COX1_CTG3_1	550275	555984		ENSG00000290371	
HSCHR19LRC_COX1_CTG3_1	554330	555236		ENSG00000274101	
HSCHR19LRC_COX1_CTG3_1	568518	576762	LILRB4	ENSG00000278555	11006.0
HSCHR19LRC_COX1_CTG3_1	602600	606822	LILRP1	ENSG00000273740	
HSCHR19LRC_COX1_CTG3_1	613910	619024	LILRP2	ENSG00000290322	79166.0
HSCHR19LRC_COX1_CTG3_1	614189	618871	LILRP2	ENSG00000278795	79166.0
HSCHR19LRC_COX1_CTG3_1	630167	642181	KIR3DL3	ENSG00000278723	115653.0
HSCHR19LRC_COX1_CTG3_1	644160	658712	KIR2DL3	ENSG00000274952	3804.0
HSCHR19LRC_COX1_CTG3_1	660683	673029	KIR2DP1	ENSG00000277286	
HSCHR19LRC_COX1_CTG3_1	675469	689985	KIR2DL1	ENSG00000278738	3802.0
HSCHR19LRC_COX1_CTG3_1	692014	695977	KIR3DP1	ENSG00000277477	128966722.0
HSCHR19LRC_COX1_CTG3_1	692014	695977	KIR3DP1	ENSG00000277477	128966730.0
HSCHR19LRC_COX1_CTG3_1	692014	695977	KIR3DP1	ENSG00000277477	128966731.0
HSCHR19LRC_COX1_CTG3_1	692014	695977	KIR3DP1	ENSG00000277477	128966732.0
HSCHR19LRC_COX1_CTG3_1	692014	695977	KIR3DP1	ENSG00000277477	128966733.0
HSCHR19LRC_COX1_CTG3_1	809538	816477	NCR1	ENSG00000275822	9437.0
HSCHR19LRC_COX1_CTG3_1	826907	850903	NLRP7	ENSG00000277786	199713.0
HSCHR19LRC_COX1_CTG3_1	868682	904538	NLRP2	ENSG00000275082	55655.0
HSCHR19LRC_COX1_CTG3_1	917103	941662	GP6	ENSG00000276211	51206.0
HSCHR19LRC_COX1_CTG3_1	947722	966615	RDH13	ENSG00000278149	112724.0
HSCHR19LRC_COX2_CTG3_1	15200	38320	VSTM1	ENSG00000275577	284415.0
HSCHR19LRC_COX2_CTG3_1	44314	55747	TARM1	ENSG00000275384	441864.0
HSCHR19LRC_COX2_CTG3_1	69048	77107	OSCAR	ENSG00000275644	126014.0
HSCHR19LRC_COX2_CTG3_1	77273	81393	NDUFA3	ENSG00000276220	4696.0
HSCHR19LRC_COX2_CTG3_1	81433	90168	TFPT	ENSG00000276323	29844.0
HSCHR19LRC_COX2_CTG3_1	89903	106263	PRPF31	ENSG00000275117	26121.0
HSCHR19LRC_COX2_CTG3_1	112549	130558	CNOT3	ENSG00000274176	4849.0
HSCHR19LRC_COX2_CTG3_1	130494	134559	LENG1	ENSG00000276774	79165.0
HSCHR19LRC_COX2_CTG3_1	135016	148058	TMC4	ENSG00000276260	147798.0
HSCHR19LRC_COX2_CTG3_1	148221	164847	MBOAT7	ENSG00000278322	79143.0
HSCHR19LRC_COX2_CTG3_1	165233	169508	TSEN34	ENSG00000274796	79042.0
HSCHR19LRC_COX2_CTG3_1	175840	182627	RPS9	ENSG00000274626	6203.0
HSCHR19LRC_COX2_CTG3_1	268410	280719	LILRA3	ENSG00000273884	11026.0
HSCHR19LRC_COX2_CTG3_1	288422	294485	LILRA5	ENSG00000278355	353514.0
HSCHR19LRC_COX2_CTG3_1	290261	320516	LILRA4	ENSG00000276798	23547.0
HSCHR19LRC_COX2_CTG3_1	335059	352046	LAIR1	ENSG00000276163	3903.0
HSCHR19LRC_COX2_CTG3_1	400763	402184	KIR2DL1	ENSG00000275196	3802.0
HSCHR19LRC_COX2_CTG3_1	404212	415835	KIR3DP1	ENSG00000276912	128966722.0
HSCHR19LRC_COX2_CTG3_1	404212	415835	KIR3DP1	ENSG00000276912	128966730.0
HSCHR19LRC_COX2_CTG3_1	404212	415835	KIR3DP1	ENSG00000276912	128966731.0
HSCHR19LRC_COX2_CTG3_1	404212	415835	KIR3DP1	ENSG00000276912	128966732.0
HSCHR19LRC_COX2_CTG3_1	404212	415835	KIR3DP1	ENSG00000276912	128966733.0
HSCHR19LRC_COX2_CTG3_1	421306	432382	KIR2DL4	ENSG00000276979	3805.0
HSCHR19LRC_COX2_CTG3_1	434354	448830	KIR3DS1	ENSG00000275434	3813.0
HSCHR19LRC_COX2_CTG3_1	450950	460291	KIR2DL5A	ENSG00000274143	57292.0
HSCHR19LRC_COX2_CTG3_1	462371	477391	KIR2DS5	ENSG00000274739	3810.0
HSCHR19LRC_COX2_CTG3_1	479360	493288	KIR2DS1	ENSG00000278120	3806.0
HSCHR19LRC_COX2_CTG3_1	495695	512489	KIR3DL2	ENSG00000278707	3812.0
HSCHR19LRC_COX2_CTG3_1	514213	514319	U6	ENSG00000275304	
HSCHR19LRC_COX2_CTG3_1	519503	536649	FCAR	ENSG00000278415	2204.0
HSCHR19LRC_COX2_CTG3_1	551333	561328	NCR1	ENSG00000278362	9437.0
HSCHR19LRC_COX2_CTG3_1	568712	592707	NLRP7	ENSG00000274174	199713.0
HSCHR19LRC_COX2_CTG3_1	610486	646342	NLRP2	ENSG00000275796	55655.0
HSCHR19LRC_COX2_CTG3_1	658907	683466	GP6	ENSG00000275633	51206.0
HSCHR19LRC_COX2_CTG3_1	689526	708419	RDH13	ENSG00000276826	112724.0
HSCHR19LRC_LRC_I_CTG3_1	15200	38320	VSTM1	ENSG00000276066	284415.0
HSCHR19LRC_LRC_I_CTG3_1	44314	55747	TARM1	ENSG00000277178	441864.0
HSCHR19LRC_LRC_I_CTG3_1	69048	77107	OSCAR	ENSG00000278533	126014.0
HSCHR19LRC_LRC_I_CTG3_1	77273	81393	NDUFA3	ENSG00000276766	4696.0
HSCHR19LRC_LRC_I_CTG3_1	81433	90168	TFPT	ENSG00000276263	29844.0
HSCHR19LRC_LRC_I_CTG3_1	89903	106263	PRPF31	ENSG00000274651	26121.0
HSCHR19LRC_LRC_I_CTG3_1	112549	130558	CNOT3	ENSG00000274941	4849.0
HSCHR19LRC_LRC_I_CTG3_1	130494	134559	LENG1	ENSG00000276628	79165.0
HSCHR19LRC_LRC_I_CTG3_1	135016	148058	TMC4	ENSG00000274905	147798.0
HSCHR19LRC_LRC_I_CTG3_1	148221	164847	MBOAT7	ENSG00000278519	79143.0
HSCHR19LRC_LRC_I_CTG3_1	165233	169508	TSEN34	ENSG00000274078	79042.0
HSCHR19LRC_LRC_I_CTG3_1	175840	182627	RPS9	ENSG00000277359	6203.0
HSCHR19LRC_LRC_I_CTG3_1	721171	735540		ENSG00000275583	
HSCHR19LRC_LRC_I_CTG3_1	722828	728264		ENSG00000288613	
HSCHR19LRC_LRC_I_CTG3_1	737428	751952		ENSG00000274412	
HSCHR19LRC_LRC_I_CTG3_1	737442	828448	KIR2DS4	ENSG00000274921	3809.0
HSCHR19LRC_LRC_I_CTG3_1	753983	759419	KIR3DP1	ENSG00000274498	128966722.0
HSCHR19LRC_LRC_I_CTG3_1	753983	759419	KIR3DP1	ENSG00000274498	128966730.0
HSCHR19LRC_LRC_I_CTG3_1	753983	759419	KIR3DP1	ENSG00000274498	128966731.0
HSCHR19LRC_LRC_I_CTG3_1	753983	759419	KIR3DP1	ENSG00000274498	128966732.0
HSCHR19LRC_LRC_I_CTG3_1	753983	759419	KIR3DP1	ENSG00000274498	128966733.0
HSCHR19LRC_LRC_I_CTG3_1	830291	839007	KIR3DL2	ENSG00000273911	3812.0
HSCHR19LRC_LRC_I_CTG3_1	886126	893065	NCR1	ENSG00000273506	9437.0
HSCHR19LRC_LRC_I_CTG3_1	903495	927491	NLRP7	ENSG00000277179	199713.0
HSCHR19LRC_LRC_I_CTG3_1	945270	981126	NLRP2	ENSG00000274638	55655.0
HSCHR19LRC_LRC_I_CTG3_1	993691	1018250	GP6	ENSG00000278670	51206.0
HSCHR19LRC_LRC_I_CTG3_1	1024310	1043203	RDH13	ENSG00000276341	112724.0
HSCHR19LRC_LRC_J_CTG3_1	15200	38320	VSTM1	ENSG00000276363	284415.0
HSCHR19LRC_LRC_J_CTG3_1	44314	55747	TARM1	ENSG00000276145	441864.0
HSCHR19LRC_LRC_J_CTG3_1	69048	77107	OSCAR	ENSG00000276982	126014.0
HSCHR19LRC_LRC_J_CTG3_1	77273	81393	NDUFA3	ENSG00000273642	4696.0
HSCHR19LRC_LRC_J_CTG3_1	81433	90168	TFPT	ENSG00000275086	29844.0
HSCHR19LRC_LRC_J_CTG3_1	89903	106263	PRPF31	ENSG00000274894	26121.0
